ID,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country,vcs014_mtg_date
,43,Mfw,10,2014,2,26-Nov-13
,43,Mfw,10,2014,2,30-Nov-13
,39,Srk,10,2014,2,09-Jul-14
,35,Srk,10,2014,2,02-Jul-14
,49,Mbl1,10,2014,2,28-Jun-14
,23,Mbl1,10,2014,2,22-Jul-14
,25,Srk,10,2014,2,25-Jul-14
,25,Srk,10,2014,2,30-Jun-14
,38,Srk,10,2014,2,09-Jul-14
,25,Mbl1,10,2014,2,21-Jul-14
,48,Srk,10,2014,2,26-Jun-14
,31,Mfw,10,2014,2,04-Dec-13
,64,Mfw,10,2014,2,25-Nov-13
,38,Mbl1,10,2014,2,27-Jun-14
,38,Srk,10,2014,2,21-Jun-14
,42,Srk,10,2014,2,05-Jul-14
,24,Mbl1,10,2014,2,18-Jul-14
,24,Srk,10,2014,2,09-Jul-14
,27,Srk,10,2014,2,26-Jun-14
,42,Mbl1,10,2014,2,03-Jul-14
,42,Mbl1,10,2014,2,02-Jul-14
,49,Mbl1,10,2014,2,02-Jul-14
,28,Srk,10,2014,2,15-Jul-14
,22,Srk,10,2014,2,18-Jul-14
,24,Srk,10,2014,2,12-Jul-14
,90,Mbl1,10,2014,2,02-Jul-14
,23,Mbl1,10,2014,2,19-Jul-14
,29,Mfw,10,2014,2,25-Nov-13
,32,Mbl1,10,2014,2,30-Jun-14
,50,Mbl1,10,2014,2,27-Jun-14
,33,Mbl1,10,2014,2,05-Jul-14
,53,Mfw,10,2014,2,10-Dec-13
,77,Mfw,10,2014,2,10-Dec-13
,63,Mfw,10,2014,2,28-Nov-13
,36,Mbl1,10,2014,2,02-Jul-14
,40,Srk,10,2014,2,08-Jul-14
,38,Mfw,10,2014,2,20-Nov-13
,46,Mbl1,10,2014,2,01-Jul-14
,27,Mbl1,10,2014,2,21-Jul-14
,31,Srk,10,2014,2,17-Jul-14
,47,Mbl1,10,2014,2,02-Jul-14
,31,Srk,10,2014,2,05-Jul-14
,34,Mbl1,10,2014,2,01-Jul-14
,31,Mbl1,10,2014,2,23-Jun-14
,52,Srk,10,2014,2,22-Jun-14
,33,Srk,10,2014,2,10-Jul-14
,44,Mfw,10,2014,2,22-Nov-13
,38,Mbl1,10,2014,2,27-Jun-14
,40,Mfw,10,2014,2,10-Dec-13
,36,Mbl1,10,2014,2,02-Jul-14
,42,Srk,10,2014,2,17-Jul-14
,46,Mfw,10,2014,2,23-Nov-13
,31,Mbl1,10,2014,2,17-Jul-14
,27,Srk,10,2014,2,15-Jul-14
,39,Mfw,10,2014,2,21-Nov-13
,45,Srk,10,2014,2,18-Jul-14
,57,Mfw,10,2014,2,20-Nov-13
,52,Mfw,10,2014,2,24-Nov-13
,24,Mbl1,10,2014,2,21-Jul-14
,98,Mfw,10,2014,2,25-Nov-13
,46,Mbl1,10,2014,2,02-Jul-14
,35,Mfw,10,2014,2,23-Nov-13
,30,Mfw,10,2014,2,11-Jan-14
,70,Mfw,10,2014,2,30-Nov-13
,29,Mfw,10,2014,2,21-Nov-13
,29,Mbl1,10,2014,2,27-Jun-14
,71,Mfw,10,2014,2,23-Nov-13
,54,Mbl1,10,2014,2,19-Jul-14
,25,Srk,10,2014,2,21-Jul-14
,31,Srk,10,2014,2,21-Jun-14
,45,Mfw,10,2014,2,23-Nov-13
,57,Mfw,10,2014,2,30-Oct-13
,45,Srk,10,2014,2,09-Jul-14
,31,Srk,10,2014,2,28-Jun-14
,49,Mfw,10,2014,2,13-Nov-13
,16,Mbl1,10,2014,2,25-Jun-14
,29,Srk,10,2014,2,17-Jul-14
,46,Srk,10,2014,2,21-Jun-14
,47,Mfw,10,2014,2,13-Dec-13
,27,Mbl1,10,2014,2,02-Jul-14
,32,Mbl1,10,2014,2,03-Jul-14
,31,Mbl1,10,2014,2,19-Jul-14
,42,Mbl1,10,2014,2,14-Jul-14
,35,Mbl1,10,2014,2,30-Jun-14
,30,Srk,10,2014,2,03-Jul-14
,27,Mfw,10,2014,2,25-Nov-13
,40,Mfw,10,2014,2,30-Nov-13
,44,Mfw,10,2014,2,06-Dec-13
,43,Mfw,10,2014,2,20-Nov-13
,42,Mfw,10,2014,2,25-Nov-13
,52,Mfw,10,2014,2,21-Nov-13
,21,Srk,10,2014,2,17-Jul-14
,20,Srk,10,2014,2,05-Jul-14
,24,Srk,10,2014,2,12-Jun-14
,61,Mbl1,10,2014,2,05-Jul-14
,28,Mbl1,10,2014,2,03-Jul-14
,37,Mfw,10,2014,2,05-Dec-13
,47,Mfw,10,2014,2,29-Nov-13
,37,Mfw,10,2014,2,10-Dec-13
,48,Mfw,10,2014,2,26-Nov-13
,33,Mbl1,10,2014,2,04-Jul-14
,35,Mfw,10,2014,2,20-Nov-13
,27,Mbl1,10,2014,2,26-Jun-14
,32,Srk,10,2014,2,23-Jun-14
,31,Srk,10,2014,2,26-Jun-14
,31,Srk,10,2014,2,16-Jul-14
,33,Srk,10,2014,2,26-Jun-14
,41,Srk,10,2014,2,09-Jul-14
,45,Srk,10,2014,2,15-Jul-14
,40,Mfw,10,2014,2,30-Nov-13
,45,Mbl1,10,2014,2,01-Jul-14
,48,Srk,10,2014,2,25-Jun-14
,23,Mbl1,10,2014,2,01-Jul-14
,30,Srk,10,2014,2,17-Jul-14
,57,Mfw,10,2014,2,23-Nov-13
,20,Srk,10,2014,2,15-Jul-14
,31,Srk,10,2014,2,04-Jul-14
,50,Mbl1,10,2014,2,28-Jun-14
,43,Mbl1,10,2014,2,21-Jul-14
,53,Mfw,10,2014,2,10-Dec-13
,37,Mfw,10,2014,2,13-Nov-13
,21,Mbl1,10,2014,2,02-Jul-14
,39,Srk,10,2014,2,12-Jul-14
,70,Mfw,10,2014,2,23-Nov-13
,39,Srk,10,2014,2,28-Jun-14
,14,Srk,10,2014,2,23-Jun-14
,17,Mbl1,10,2014,2,11-Jul-14
,25,Mfw,10,2014,2,10-Dec-13
,21,Srk,10,2014,2,14-Jul-14
,17,Mbl1,10,2014,2,25-Jun-14
,38,Mfw,10,2014,2,29-Nov-13
,58,Mbl1,10,2014,2,19-Jul-14
,36,Mfw,10,2014,2,22-Nov-13
,29,Mbl1,10,2014,2,03-Jul-14
,40,Mbl1,10,2014,2,01-Jul-14
,33,Mfw,10,2014,2,23-Nov-13
,65,Srk,10,2014,2,09-Jul-14
,41,Mfw,10,2014,2,10-Jan-14
,24,Srk,10,2014,2,14-Jul-14
,31,Mfw,10,2014,2,21-Nov-13
,23,Srk,10,2014,2,01-Jul-14
,29,Mfw,10,2014,2,10-Dec-13
,19,Srk,10,2014,2,11-Jul-14
,48,Mbl1,10,2014,2,28-Jun-14
,29,Srk,10,2014,2,30-Jun-14
,43,Mbl1,10,2014,2,25-Jun-14
,31,Srk,10,2014,2,14-Jul-14
,30,Mbl1,10,2014,2,24-Jul-14
,42,Srk,10,2014,2,11-Jul-14
,39,Mfw,10,2014,2,06-Dec-13
,40,Mbl1,10,2014,2,01-Jul-14
,48,Mbl1,10,2014,2,25-Jun-14
,35,Mfw,10,2014,2,30-Nov-13
,54,Mbl1,10,2014,2,30-Jun-14
,24,Srk,10,2014,2,16-Jul-14
,36,Mfw,10,2014,2,22-Nov-13
,57,Mfw,10,2014,2,21-Nov-13
,30,Mfw,10,2014,2,25-Nov-13
,43,Mfw,10,2014,2,29-Nov-13
,88,Srk,10,2014,2,14-Jul-14
,80,Mfw,10,2014,2,06-Dec-13
,47,Mfw,10,2014,2,16-Dec-13
,25,Mfw,10,2014,2,26-Nov-13
,33,Mbl1,10,2014,2,01-Jul-14
,37,Mbl1,10,2014,2,17-Jul-14
,49,Mfw,10,2014,2,23-Nov-13
,34,Mfw,10,2014,2,20-Nov-13
,34,Mfw,10,2014,2,21-Nov-13
,48,Mfw,10,2014,2,23-Nov-13
,51,Mbl1,10,2014,2,02-Jul-14
,36,Mbl1,10,2014,2,20-Jun-14
,30,Mbl1,10,2014,2,15-Jul-14
,22,Mbl1,10,2014,2,18-Jul-14
,24,Mbl1,10,2014,2,15-Jul-14
,78,Mbl1,10,2014,2,25-Jun-14
,57,Mbl1,10,2014,2,17-Jul-14
,32,Srk,10,2014,2,19-Jun-14
,26,Mbl1,10,2014,2,05-Jul-14
,35,Srk,10,2014,2,18-Jun-14
,31,Mbl1,10,2014,2,11-Jul-14
,30,Srk,10,2014,2,08-Jul-14
,57,Mfw,10,2014,2,22-Nov-13
,37,Mbl1,10,2014,2,24-Jun-14
,32,Mbl1,10,2014,2,21-Jun-14
,28,Mbl1,10,2014,2,03-Jul-14
,40,Srk,10,2014,2,07-Jul-14
,53,Mbl1,10,2014,2,18-Jul-14
,28,Srk,10,2014,2,18-Jun-14
,28,Mbl1,10,2014,2,09-Jul-14
,37,Srk,10,2014,2,10-Jul-14
,21,Mbl1,10,2014,2,24-Jun-14
,26,Srk,10,2014,2,10-Jul-14
,52,Mbl1,10,2014,2,19-Jun-14
,31,Srk,10,2014,2,04-Jul-14
,34,Srk,10,2014,2,16-Jul-14
,37,Mbl1,10,2014,2,16-Jul-14
,40,Srk,10,2014,2,19-Jun-14
,30,Srk,10,2014,2,07-Jul-14
,33,Mbl1,10,2014,2,12-Jul-14
,38,Mbl1,10,2014,2,12-Jul-14
,34,Mbl1,10,2014,2,10-Jul-14
,24,Mbl1,10,2014,2,15-Jul-14
,27,Mbl1,10,2014,2,27-Jun-14
,34,Mbl1,10,2014,2,18-Jul-14
,60,Mbl1,10,2014,2,19-Jul-14
,51,Srk,10,2014,2,14-Jun-14
,38,Mbl1,10,2014,2,15-Jul-14
,35,Mbl1,10,2014,2,21-Jun-14
,35,Mbl1,10,2014,2,18-Jul-14
,21,Srk,10,2014,2,28-Jun-14
,49,Mbl1,10,2014,2,27-Jun-14
,32,Mbl1,10,2014,2,17-Jul-14
,55,Mbl1,10,2014,2,17-Jul-14
,25,Srk,10,2014,2,07-Jul-14
,43,Mbl1,10,2014,2,15-Jul-14
,35,Mfw,10,2014,2,13-Nov-13
,32,Srk,10,2014,2,18-Jun-14
,41,Srk,10,2014,2,09-Jul-14
,28,Mbl1,10,2014,2,19-Jul-14
,43,Mbl1,10,2014,2,08-Jul-14
,34,Srk,10,2014,2,04-Jul-14
,37,Srk,10,2014,2,05-Jul-14
,21,Srk,10,2014,2,19-Jul-14
,23,Srk,10,2014,2,10-Jul-14
,24,Mbl1,10,2014,2,16-Jul-14
,51,Mbl1,10,2014,2,09-Jul-14
,31,Mbl1,10,2014,2,18-Jun-14
,49,Srk,10,2014,2,05-Jul-14
,47,Mbl1,10,2014,2,12-Aug-14
,35,Mfw,10,2014,2,21-Nov-13
,49,Mbl1,10,2014,2,24-Jul-14
,31,Srk,10,2014,2,19-Jun-14
,35,Srk,10,2014,2,25-Jun-14
,41,Mbl1,10,2014,2,09-Jul-14
,43,Mbl1,10,2014,2,10-Jul-14
,33,Mbl1,10,2014,2,15-Jul-14
,23,Mbl1,10,2014,2,10-Jul-14
,38,Mbl1,10,2014,2,18-Jun-14
,31,Mbl1,10,2014,2,19-Jun-14
,68,Srk,10,2014,2,09-Jul-14
,24,Srk,10,2014,2,09-Jul-14
,49,Srk,10,2014,2,14-Jul-14
,39,Mbl1,10,2014,2,11-Jul-14
,32,Mbl1,10,2014,2,08-Jul-14
,42,Mbl1,10,2014,2,08-Jul-14
,22,Srk,10,2014,2,08-Jul-14
,46,Srk,10,2014,2,07-Jul-14
,31,Mbl1,10,2014,2,19-Jun-14
,36,Mfw,10,2014,2,21-Nov-13
,62,Srk,10,2014,2,11-Jul-14
,34,Mfw,10,2014,2,21-Nov-13
,33,Mbl1,10,2014,2,26-Jun-14
,34,Srk,10,2014,2,18-Jun-14
,50,Mbl1,10,2014,2,09-Jul-14
,45,Mbl1,10,2014,2,22-Jul-14
,16,Mbl1,10,2014,2,20-Jun-14
,34,Mbl1,10,2014,2,24-Jun-14
,59,Mbl1,10,2014,2,20-Jun-14
,35,Srk,10,2014,2,15-Jul-14
,30,Mbl1,10,2014,2,15-Jul-14
,25,Mbl1,10,2014,2,14-Jul-14
,50,Mbl1,10,2014,2,17-Jul-14
,28,Mbl1,10,2014,2,18-Jun-14
,53,Mbl1,10,2014,2,17-Jul-14
,31,Mbl1,10,2014,2,02-Jul-14
,64,Mbl1,10,2014,2,23-Jun-14
,41,Mbl1,10,2014,2,19-Jun-14
,21,Mbl1,10,2014,2,18-Jul-14
,18,Mbl1,10,2014,2,20-Jun-14
,32,Srk,10,2014,2,18-Jun-14
,20,Mbl1,10,2014,2,17-Jul-14
,30,Mbl1,10,2014,2,19-Jun-14
,30,Mbl1,10,2014,2,12-Jul-14
,24,Mbl1,10,2014,2,03-Jul-14
,30,Srk,10,2014,2,18-Jul-14
,37,Mbl1,10,2014,2,07-Jul-14
,28,Srk,10,2014,2,02-Jul-14
,52,Mbl1,10,2014,2,21-Jun-14
,32,Mbl1,10,2014,2,20-Jun-14
,42,Srk,10,2014,2,16-Jun-14
,50,Mbl1,10,2014,2,18-Jul-14
,50,Mbl1,10,2014,2,21-Jun-14
,28,Mbl1,10,2014,2,21-Jul-14
,52,Mbl1,10,2014,2,19-Jul-14
,76,Mbl1,10,2014,2,20-Jun-14
,34,Mbl1,10,2014,2,02-Jul-14
,45,Mbl1,10,2014,2,16-Jul-14
,13,Mbl1,10,2014,2,16-Jul-14
,39,Mbl1,10,2014,2,16-Jul-14
,38,Mbl1,10,2014,2,08-Jul-14
,41,Srk,10,2014,2,08-Jul-14
,35,Srk,10,2014,2,07-Jul-14
,40,Mbl1,10,2014,2,01-Jul-14
,32,Mbl1,10,2014,2,18-Jul-14
,31,Srk,10,2014,2,02-Jul-14
,27,Mbl1,10,2014,2,16-Jul-14
,35,Mbl1,10,2014,2,17-Jul-14
,30,Srk,10,2014,2,27-Jun-14
,38,Mbl1,10,2014,2,08-Jul-14
,40,Mbl1,10,2014,2,16-Jul-14
,49,Mbl1,10,2014,2,24-Jun-14
,23,Mbl1,10,2014,2,03-Jul-14
,43,Mbl1,10,2014,2,12-Jul-14
,25,Mbl1,10,2014,2,09-Jul-14
,28,Mbl1,10,2014,2,08-Jul-14
,65,Mbl1,10,2014,2,26-Jun-14
,41,Mbl1,10,2014,2,10-Jul-14
,88,Mbl1,10,2014,2,11-Jul-14
,39,Mbl1,10,2014,2,19-Jul-14
,38,Mbl1,10,2014,2,21-Jun-14
,43,Mbl1,10,2014,2,16-Jul-14
,43,Srk,10,2014,2,30-Jun-14
,69,Srk,10,2014,2,30-Jun-14
,35,Mbl1,10,2014,2,21-Jul-14
,25,Srk,10,2014,2,14-Jun-14
,41,Mbl1,10,2014,2,10-Jul-14
,45,Mbl1,10,2014,2,17-Jul-14
,17,Srk,10,2014,2,10-Jul-14
,40,Mbl1,10,2014,2,27-Jun-14
,48,Srk,10,2014,2,10-Jul-14
,41,Srk,10,2014,2,27-Jun-14
,54,Srk,10,2014,2,11-Jul-14
,86,Mbl1,10,2014,2,11-Jul-14
,55,Mbl1,10,2014,2,27-Jun-14
,31,Srk,10,2014,2,27-Jun-14
,42,Srk,10,2014,2,12-Jul-14
,40,Mbl1,10,2014,2,23-Jun-14
,34,Srk,10,2014,2,04-Jul-14
,32,Mbl1,10,2014,2,19-Jun-14
,34,Mbl1,10,2014,2,19-Jun-14
,52,Mbl1,10,2014,2,09-Jul-14
,52,Srk,10,2014,2,16-Jun-14
,28,Srk,10,2014,2,11-Jul-14
,49,Srk,10,2014,2,09-Jul-14
,31,Mbl1,10,2014,2,21-Jun-14
,27,Srk,10,2014,2,14-Jul-14
,24,Srk,10,2014,2,04-Jul-14
,37,Srk,10,2014,2,20-Jun-14
,75,Mbl1,10,2014,2,14-Jul-14
,32,Srk,10,2014,2,05-Jun-14
,44,Mbl1,10,2014,2,17-Jul-14
,31,Srk,10,2014,2,04-Jul-14
,33,Srk,10,2014,2,15-Jul-14
,50,Srk,10,2014,2,05-Jul-14
,38,Mbl1,10,2014,2,09-Jul-14
,30,Mbl1,10,2014,2,26-Jun-14
,36,Srk,10,2014,2,26-Jun-14
,16,Mbl1,10,2014,2,12-Jul-14
,38,Srk,10,2014,2,07-Jul-14
,25,Srk,10,2014,2,24-Jul-14
,41,Mbl1,10,2014,2,07-Jul-14
,45,Mbl1,10,2014,2,24-Jun-14
,51,Srk,10,2014,2,02-Jul-14
,35,Mbl1,10,2014,2,07-Jul-14
,49,Mbl1,10,2014,2,09-Jul-14
,41,Mbl1,10,2014,2,19-Jun-14
,36,Srk,10,2014,2,05-Jun-14
,36,Mbl1,10,2014,2,25-Jun-14
,46,Srk,10,2014,2,16-Jun-14
,32,Mbl1,10,2014,2,09-Jul-14
,36,Srk,10,2014,2,17-Jun-14
,25,Mbl1,10,2014,2,07-Jul-14
,42,Mbl1,10,2014,2,20-Jun-14
,20,Mbl1,10,2014,2,14-Jul-14
,30,Mbl1,10,2014,2,21-Jun-14
,49,Srk,10,2014,2,12-Jul-14
,34,Srk,10,2014,2,25-Jun-14
,26,Mbl1,10,2014,2,23-Jun-14
,34,Srk,10,2014,2,17-Jul-14
,24,Mbl1,10,2014,2,23-Jun-14
,34,Mbl1,10,2014,2,08-Jul-14
,22,Mbl1,10,2014,2,09-Jul-14
,37,Srk,10,2014,2,23-Jul-14
,47,Srk,10,2014,2,07-Jul-14
,41,Srk,10,2014,2,24-Jun-14
,34,Mbl1,10,2014,2,24-Jun-14
,23,Mbl1,10,2014,2,05-Jul-14
,41,Mbl1,10,2014,2,09-Jul-14
,25,Mbl1,10,2014,2,26-Jun-14
,58,Mbl1,10,2014,2,25-Jun-14
,23,Mbl1,10,2014,2,08-Jul-14
,36,Mbl1,10,2014,2,28-Jun-14
,38,Mbl1,10,2014,2,23-Jun-14
,23,Mbl1,10,2014,2,27-Jun-14
,48,Mbl1,10,2014,2,04-Jul-14
,36,Mbl1,10,2014,2,10-Jul-14
,49,Mbl1,10,2014,2,04-Jul-14
,37,Mbl1,10,2014,2,05-Jul-14
,29,Mbl1,10,2014,2,08-Jul-14
,34,Mbl1,10,2014,2,07-Jul-14
,32,Srk,10,2014,2,18-Aug-14
,26,Mbl1,10,2014,2,28-Jun-14
,28,Mbl1,10,2014,2,23-Jun-14
,27,Mbl1,10,2014,2,04-Jul-14
,31,Mbl1,10,2014,2,23-Jun-14
,31,Mbl1,10,2014,2,07-Jul-14
,12,Mbl1,10,2014,2,24-Jun-14
,40,Srk,10,2014,2,03-Jul-14
,18,Mbl1,10,2014,2,08-Jul-14
,34,Mbl1,10,2014,2,27-Jun-14
,25,Mbl1,10,2014,2,18-Jul-14
,38,Mbl1,10,2014,2,26-Jun-14
,53,Mbl1,10,2014,2,23-Jun-14
,32,Srk,10,2014,2,26-Jun-14
,34,Mbl1,10,2014,2,23-Jun-14
,35,Mbl1,10,2014,2,24-Jun-14
,42,Mbl1,10,2014,2,23-Jun-14
,32,Mbl1,10,2014,2,25-Jun-14
,39,Mbl1,10,2014,2,24-Jun-14
,66,Srk,10,2014,2,27-Jul-14
,19,Mbl1,10,2014,2,15-Jul-14
,53,Srk,10,2014,2,20-Jul-14
,35,Mbl1,10,2014,2,28-Jun-14
,24,Srk,10,2014,2,14-Aug-14
,24,Srk,10,2014,2,07-Jul-14
,37,Mbl1,10,2014,2,05-Jul-14
,44,Srk,10,2014,2,24-Jun-14
,20,Mbl1,10,2014,2,04-Jul-14
,40,Srk,10,2014,2,07-Jul-14
,47,Mbl1,10,2014,2,23-Jun-14
,22,Mbl1,10,2014,2,28-Jun-14
,35,Srk,10,2014,2,03-Jul-14
,31,Mbl1,10,2014,2,18-Jul-14
,47,Srk,10,2014,2,05-Jul-14
,44,Srk,10,2014,2,05-Jun-14
,20,Mbl1,10,2014,2,04-Jul-14
,30,Mbl1,10,2014,2,04-Jul-14
,42,Mbl1,10,2014,2,07-Jul-14
,52,Srk,10,2014,2,03-Jul-14
,54,Srk,10,2014,2,27-Jun-14
,44,Srk,10,2014,2,11-Jul-14
,37,Srk,10,2014,2,02-Aug-14
,20,Srk,10,2014,2,15-Aug-14
,32,Mbl1,10,2014,2,20-Jun-14
,38,Mbl1,10,2014,2,24-Jun-14
,27,Mbl1,10,2014,2,20-Jun-14
,42,Mbl1,10,2014,2,10-Jul-14
,38,Mbl1,10,2014,2,16-Jul-14
,61,Mbl1,10,2014,2,28-Jun-14
,26,Mbl1,10,2014,2,25-Jun-14
,26,Mbl1,10,2014,2,08-Jul-14
,61,Mbl1,10,2014,2,07-Jul-14
,49,Mbl1,10,2014,2,12-Jul-14
,30,Srk,10,2014,2,03-Jul-14
,48,Mbl1,10,2014,2,05-Jul-14
,26,Mbl1,10,2014,2,11-Jul-14
,23,Mbl1,10,2014,2,09-Jul-14
,39,Srk,10,2014,2,03-Jul-14
,24,Mbl1,10,2014,2,05-Jul-14
,26,Mbl1,10,2014,2,14-Jul-14
,38,Srk,10,2014,2,03-Jun-14
,16,Mbl1,10,2014,2,18-Jul-14
,29,Mbl1,10,2014,2,15-Jul-14
,30,Mbl1,10,2014,2,19-Jul-14
,25,Mbl1,10,2014,2,26-Jun-14
,44,Mbl1,10,2014,2,26-Jun-14
,44,Mbl1,10,2014,2,20-Jun-14
,56,Mbl1,10,2014,2,21-Jun-14
,33,Mbl1,10,2014,2,18-Jun-14
,19,Mbl1,10,2014,2,14-Jul-14
,23,Mbl1,10,2014,2,19-Jul-14
,42,Mbl1,10,2014,2,21-Jun-14
,37,Srk,10,2014,2,23-Jul-14
,36,Mbl1,10,2014,2,26-Jun-14
,41,Mbl1,10,2014,2,18-Jun-14
,55,Mbl1,10,2014,2,12-Jul-14
,53,Mbl1,10,2014,2,09-Jul-14
,13,Mbl1,10,2014,2,20-Jun-14
,23,Mbl1,10,2014,2,09-Jul-14
,32,Mbl1,10,2014,2,10-Jul-14
,36,Srk,10,2014,2,03-Jul-14
,40,Mbl1,10,2014,2,26-Jun-14
,22,Mbl1,10,2014,2,20-Jun-14
,25,Mbl1,10,2014,2,29-Jul-14
,43,Mbl1,10,2014,2,20-Jun-14
,45,Mbl1,10,2014,2,17-Jul-14
,27,Mbl1,10,2014,2,09-Jul-14
,34,Mbl1,10,2014,2,27-Jun-14
,27,Mbl1,10,2014,2,10-Jun-14
,20,Mbl1,10,2014,2,10-Jul-14
,30,Ntb,11,2014,2,13-Nov-14
,45,Btj,11,2014,2,12-Nov-14
,52,Ntb,11,2014,2,12-Nov-14
,56,Btj,11,2014,2,12-Nov-14
,81,Ntb,11,2014,2,12-Nov-14
,31,Ntb,11,2014,2,13-Nov-14
,60,Btj,11,2014,2,12-Nov-14
,42,Ntb,11,2014,2,13-Nov-14
,42,Btj,11,2014,2,13-Nov-14
,31,Btj,11,2014,2,13-Nov-14
,49,Ntb,11,2014,2,13-Nov-14
,51,Ntb,11,2014,2,13-Nov-14
,25,Ntb,11,2014,2,13-Nov-14
,26,Btj,11,2014,2,12-Nov-14
,30,Btj,11,2014,2,12-Nov-14
,98,Btj,11,2014,2,13-Nov-14
,58,Ntb,11,2014,2,13-Nov-13
,49,Ntb,11,2014,2,13-Nov-14
,51,Ntb,11,2014,2,13-Nov-14
,61,Btj,11,2014,2,13-Oct-14
,50,Ntb,11,2014,2,13-Nov-14
,37,Ntb,11,2014,2,13-Nov-14
,36,Btj,11,2014,2,13-Nov-14
,65,Ntb,11,2014,2,13-Nov-14
,47,Ntb,11,2014,2,13-Nov-14
,51,Btj,11,2014,2,13-Nov-14
,80,Ntb,11,2014,2,12-Nov-14
,42,Ntb,11,2014,2,13-Nov-14
,42,Ntb,11,2014,2,13-Nov-14
,36,Ntb,11,2014,2,13-Nov-14
,29,Btj,11,2014,2,12-Nov-14
,33,Ntb,11,2014,2,13-Nov-14
,29,Ntb,11,2014,2,13-Nov-14
,31,Btj,11,2014,2,12-Nov-14
,33,Btj,11,2014,2,12-Nov-14
,62,Ntb,11,2014,2,12-Nov-14
,50,Ntb,11,2014,2,13-Nov-14
,58,Btj,11,2014,2,13-Nov-14
,81,Ntb,11,2014,2,13-Nov-14
,48,Ntb,11,2014,2,14-Nov-14
,72,Btj,11,2014,2,14-Nov-14
,30,Ntb,11,2014,2,14-Nov-14
,34,Btj,11,2014,2,12-Nov-14
,35,Ntb,11,2014,2,12-Nov-14
