id,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country
,45,Zomba6,6,2015,3
,150,Zomba6,6,2015,3
,18,Zomba6,6,2015,3
,41,Zomba6,6,2015,3
,12,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,20,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,32,Zomba6,6,2015,3
,270,Zomba6,6,2015,3
,709,Zomba6,6,2015,3
,69,Zomba6,6,2015,3
,69,Zomba6,6,2015,3
,150,Zomba6,6,2015,3
,97,Zomba6,6,2015,3
,119,Zomba6,6,2015,3
,32,Zomba6,6,2015,3
,25,Zomba6,6,2015,3
,30,Zomba6,6,2015,3
,18,Zomba6,6,2015,3
,30,Zomba5,4,2014,3
,123,Zomba5,4,2015,3
,25,Zomba5,4,2015,3
,40,Zomba5,4,2015,3
,30,Zomba5,4,2015,3
,84,Zomba5,4,2015,3
,68,Zomba5,4,2015,3
,77,Zomba5,4,2015,3
,483,Zomba5,4,2015,3
,51,Zomba5,4,2015,3
,40,Zomba5,4,2015,3
,30,Zomba5,4,2015,3
,80,Zomba5,4,2015,3
,156,Zomba5,4,2015,3
,65,Zomba5,4,2015,3
,60,Zomba5,4,2015,3
,77,Zomba5,4,2015,3
,65,Zomba5,4,2015,3
,16,Zomba5,4,2015,3
,70,Zomba5,4,2015,3
,30,Zomba5,4,2015,3
,111,Zomba5,4,2015,3
,52,Zomba5,4,2015,3
,16,Zomba5,4,2015,3
,84,Zomba5,4,2015,3
,52,Zomba5,4,2015,3
,39,Zomba5,4,2015,3
,54,Zomba5,4,2015,3
,11,Zomba5,4,2015,3
,42,Zomba5,4,2015,3
,49,Zomba5,4,2015,3
,131,Zomba5,4,2015,3
,25,Zomba5,4,2015,3
,56,Zomba5,4,2015,3
,25,Zomba5,4,2015,3
,17,Zomba5,4,2015,3
,39,Zomba5,4,2015,3
,35,Zomba5,4,2015,3
,119,Zomba5,4,2015,3
,38,Zomba5,4,2015,3
,24,Zomba5,4,2015,3
,48,Zomba5,4,2015,3
,19,Zomba5,4,2015,3
,33,Zomba5,4,2015,3
,180,Zomba5,5,2015,3
,180,Zomba5,5,2015,3
,72,Zomba5,4,2015,3
,115,Zomba5,5,2015,3
,62,Zomba5,4,2015,3
,50,Zomba5,4,2015,3
,36,Zomba5,4,2015,3
,180,Zomba5,5,2015,3
,36,Zomba5,4,2015,3
,108,Zomba5,5,2015,3
,180,Zomba5,5,2015,3
,36,Zomba5,4,2015,3
,36,Zomba5,4,2015,3
,85,Zomba5,5,2015,3
,180,Zomba5,5,2015,3
,530,Zomba5,4,2015,3
,85,Zomba5,5,2015,3
,120,Zomba5,5,2015,3
,79,Zomba5,4,2015,3
,59,Zomba5,4,2015,3
,275,Zomba5,1,2013,3
,29,Zomba5,4,2015,3
,589,Zomba5,4,2015,3
,415,Zomba5,5,2015,3
,46,Zomba5,4,2015,3
,123,Zomba5,5,2015,3
,55,Zomba5,5,2015,3
,52,Zomba5,4,2015,3
,50,Zomba5,4,2015,3
,90,Zomba5,4,2015,3
,350,Zomba5,5,2015,3
,194,Zomba5,5,2015,3
,182,Zomba5,5,2015,3
,35,Zomba5,5,2015,3
,75,Zomba5,4,2015,3
,400,Zomba5,1,2013,3
,17,Zomba5,4,2015,3
,60,Zomba5,4,2015,3
,45,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,78,Zomba5,5,2015,3
,95,Zomba5,5,2015,3
,100,Zomba5,5,2015,3
,742,Zomba5,5,2015,3
,65,Zomba5,5,2015,3
,40,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,129,Zomba5,5,2015,3
,39,Zomba5,5,2015,3
,32,Zomba5,5,2015,3
,940,Zomba5,4,2015,3
,165,Zomba5,5,2015,3
,742,Zomba5,5,2015,3
,69,Zomba5,5,2015,3
,45,Zomba5,4,2015,3
,178,Zomba5,5,2015,3
,482,Zomba5,5,2015,3
,215,Zomba5,5,2015,3
,83,Zomba5,5,2015,3
,29,Zomba5,5,2015,3
,105,Zomba5,5,2015,3
,70,Zomba5,5,2015,3
,190,Zomba5,5,2015,3
,70,Zomba5,5,2015,3
,65,Zomba5,5,2015,3
,109,Zomba5,5,2015,3
,78,Zomba5,5,2015,3
,35,Zomba5,5,2015,3
,101,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,63,Zomba5,5,2015,3
,65,Zomba5,5,2015,3
,88,Zomba5,5,2015,3
,110,Zomba5,5,2015,3
,25,Zomba5,5,2015,3
,72,Zomba5,5,2015,3
,85,Zomba5,5,2015,3
,74,Zomba5,5,2015,3
,274,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,92,Zomba5,5,2015,3
,47,Zomba5,5,2015,3
,61,Zomba5,5,2015,3
,89,Zomba5,5,2015,3
,45,Zomba5,5,2015,3
,73,Zomba5,5,2015,3
,124,Zomba5,5,2015,3
,85,Zomba5,5,2015,3
,112,Zomba5,4,2015,3
,269,Zomba5,6,2015,3
,148,Zomba5,5,2015,3
,145,Zomba5,5,2015,3
,105,Zomba5,5,2015,3
,56,Zomba5,5,2015,3
,390,Zomba5,5,2015,3
,150,Zomba5,5,2015,3
,293,Zomba5,5,2015,3
,768,Zomba5,5,2015,3
,269,Zomba5,5,2015,3
,41,Zomba5,5,2015,3
,77,Zomba5,5,2015,3
,41,Zomba5,5,2015,3
,59,Zomba5,5,2015,3
,120,Zomba5,5,2015,3
,111,Zomba5,5,2015,3
,56,Zomba5,5,2015,3
,56,Zomba5,5,2015,3
,97,Zomba5,5,2015,3
,85,Zomba5,5,2015,3
,205,Zomba5,5,2015,3
,73,Zomba5,5,2015,3
,96,Zomba5,5,2015,3
,200,Zomba5,5,2015,3
,200,Zomba5,6,2015,3
,34,Zomba5,5,2015,3
,84,Zomba5,5,2015,3
,31,Zomba5,5,2015,3
,46,Zomba5,5,2015,3
,100,Zomba5,5,2015,3
,45,Zomba5,5,2015,3
,750,Zomba5,6,2015,3
,48,Zomba5,6,2015,3
,1254,Zomba5,6,2015,3
,389,Zomba5,6,2015,3
,203,Zomba5,6,2015,3
,69,Zomba5,6,2015,3
,160,Zomba5,6,2015,3
,97,Zomba5,6,2015,3
,205,Zomba5,6,2015,3
,120,Zomba5,6,2015,3
,100,Zomba5,6,2015,3
,108,Zomba5,6,2015,3
,66,Zomba5,6,2015,3
,220,Zomba5,6,2015,3
,187,Zomba5,6,2015,3
,15,Zomba5,6,2015,3
,320,Zomba5,6,2015,3
,52,Zomba5,6,2015,3
,80,Zomba5,6,2015,3
,36,Zomba5,6,2015,3
,285,Zomba5,6,2015,3
,25,Zomba5,6,2015,3
,168,Zomba5,6,2015,3
,63,Zomba5,6,2015,3
,260,Zomba5,6,2015,3
,412,Zomba5,6,2015,3
,131,Zomba5,6,2015,3
,100,Zomba5,6,2015,3
,360,Zomba5,6,2015,3
,233,Zomba5,6,2015,3
,126,Zomba5,6,2015,3
,301,Zomba5,6,2015,3
,84,Zomba5,6,2015,3
,151,Zomba5,6,2015,3
,480,Zomba5,6,2015,3
,28,Zomba5,6,2015,3
,189,Zomba5,6,2015,3
,150,Zomba5,6,2015,3
,25,Zomba5,6,2015,3
,32,Zomba5,6,2015,3
,20,Zomba5,6,2015,3
,129,Zomba5,6,2015,3
,68,Zomba5,6,2015,3
,287,Zomba5,6,2015,3
,36,Zomba5,6,2015,3
,250,Zomba5,6,2015,3
,323,Zomba5,6,2015,3
,120,Zomba5,6,2015,3
,495,Zomba5,6,2015,3
,255,Zomba5,6,2015,3
,98,Zomba5,6,2015,3
,216,Zomba5,6,2015,3
,150,Zomba5,6,2015,3
,29,Zomba5,6,2015,3
,255,Zomba5,6,2015,3
,200,Zomba5,6,2015,3
,570,Zomba5,6,2015,3
,177,Zomba5,6,2015,3
,150,Zomba5,6,2015,3
,271,Zomba5,6,2015,3
,25,Zomba5,6,2015,3
,33,Zomba5,6,2015,3
,176,Zomba5,6,2015,3
,241,Zomba5,6,2015,3
,339,Zomba5,6,2015,3
,80,Zomba5,6,2015,3
,373,Zomba5,6,2015,3
,200,Zomba5,6,2015,3
,106,Zomba5,6,2015,3
,211,Zomba5,6,2015,3
,220,Zomba5,6,2015,3
,48,Zomba5,6,2015,3
,180,Zomba5,6,2015,3
,80,Zomba5,6,2015,3
,220,Zomba5,6,2015,3
,320,Zomba5,6,2015,3
,195,Zomba5,6,2015,3
,187,Zomba5,6,2015,3
,150,Zomba5,6,2015,3
,178,Zomba5,6,2015,3
,56,Zomba5,6,2015,3
,262,Zomba5,6,2015,3
,82,Zomba5,6,2015,3
,205,Zomba5,6,2015,3
,173,Zomba5,6,2015,3
,170,Zomba5,6,2015,3
,34,Zomba5,6,2015,3
,51,Zomba5,6,2015,3
,85,Zomba5,6,2015,3
,232,Zomba5,6,2015,3
,128,Zomba5,6,2015,3
,35,Zomba5,6,2015,3
,120,Zomba5,6,2015,3
,109,Zomba5,4,2015,3
,59,Zomba5,6,2015,3
,465,Zomba5,5,2015,3
,38,Zomba5,5,2015,3
,63,Zomba5,4,2015,3
,76,Zomba4,2,2015,3
,62,Zomba4,2,2015,3
,17,Zomba4,2,2015,3
,83,Zomba4,2,2015,3
,96,Zomba4,2,2015,3
,53,Zomba4,2,2015,3
,183,Zomba4,1,2015,3
,391,Zomba4,2,2015,3
,90,Zomba4,2,2015,3
,68,Zomba4,1,2013,3
,86,Zomba4,1,2013,3
,17,Zomba4,1,2013,3
,32,Zomba4,1,2013,3
,19,Zomba4,1,2013,3
,70,Zomba4,1,2015,3
,130,Zomba4,1,2015,3
,59,Zomba4,1,2015,3
,449,Zomba4,1,2015,3
,82,Zomba4,1,2015,3
,90,Zomba4,1,2015,3
,55,Zomba4,1,2015,3
,121,Zomba4,1,2015,3
,647,Zomba4,1,2015,3
,15,Zomba4,1,2015,3
,32,Zomba4,1,2015,3
,80,Zomba4,1,2015,3
,65,Zomba4,1,2015,3
,105,Zomba4,1,2015,3
,56,Zomba4,1,2015,3
,90,Zomba4,1,2015,3
,120,Zomba4,1,2015,3
,58,Zomba4,1,2015,3
,230,Zomba4,1,2015,3
,85,Zomba4,1,2015,3
,92,Zomba4,1,2015,3
,111,Zomba4,1,2015,3
,30,Zomba4,1,2015,3
,150,Zomba4,2,2015,3
,40,Zomba4,2,2015,3
,40,Zomba4,2,2015,3
,26,Zomba4,2,2015,3
,86,Zomba4,2,2015,3
,49,Zomba4,2,2015,3
,28,Zomba4,2,2015,3
,40,Zomba4,2,2015,3
,302,Zomba4,2,2015,3
,40,Zomba4,2,2015,3
,350,Zomba4,2,2015,3
,36,Zomba4,2,2015,3
,492,Zomba4,2,2015,3
,62,Zomba4,2,2015,3
,86,Zomba4,2,2015,3
,117,Zomba4,2,2015,3
,11,Zomba4,2,2015,3
,464,Zomba4,2,2015,3
,18,Zomba4,2,2015,3
,98,Zomba4,2,2015,3
,379,Zomba4,2,2015,3
,98,Zomba4,2,2015,3
,78,Zomba4,2,2015,3
,83,Zomba4,2,2015,3
,300,Zomba4,2,2015,3
,87,Zomba4,2,2015,3
,163,Zomba4,2,2015,3
,168,Zomba4,2,2015,3
,76,Zomba4,2,2015,3
,28,Zomba4,2,2015,3
,218,Zomba4,2,2015,3
,99,Zomba4,2,2015,3
,97,Zomba4,2,2015,3
,398,Zomba4,2,2015,3
,212,Zomba4,2,2015,3
,78,Zomba4,2,2015,3
,218,Zomba4,2,2015,3
,214,Zomba4,2,2015,3
,63,Zomba4,2,2015,3
,59,Zomba4,2,2015,3
,65,Zomba4,2,2015,3
,490,Zomba4,2,2015,3
,78,Zomba4,2,2015,3
,98,Zomba4,2,2015,3
,68,Zomba4,2,2015,3
,36,Zomba4,2,2015,3
,12,Zomba4,2,2015,3
,950,Zomba4,2,2015,3
,64,Zomba4,2,2015,3
,278,Zomba4,2,2015,3
,45,Zomba4,2,2015,3
,28,Zomba4,2,2015,3
,38,Zomba4,2,2015,3
,60,Zomba4,2,2015,3
,37,Zomba4,2,2015,3
,41,Zomba4,2,2015,3
,36,Zomba4,2,2015,3
,34,Zomba4,2,2015,3
,91,Zomba6,1,2014,3
,150,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,70,Zomba6,5,2014,3
,53,Zomba6,1,2013,3
,78,Zomba6,1,2013,3
,36,Zomba6,1,2013,3
,30,Zomba6,1,2013,3
,500,Zomba6,1,2013,3
,100,Zomba6,1,2013,3
,100,Zomba6,1,2013,3
,50,Zomba6,1,2013,3
,50,Zomba6,1,2013,3
,90,Zomba6,1,2014,3
,300,Zomba6,1,2014,3
,200,Zomba6,1,2014,3
,100,Zomba6,1,2014,3
,40,Zomba6,5,2015,3
,200,Zomba6,5,2015,3
,43,Zomba6,5,2015,3
,22,Zomba6,5,2015,3
,44,Zomba6,5,2015,3
,100,Zomba6,5,2015,3
,45,Zomba6,5,2015,3
,51,Zomba6,5,2015,3
,21,Zomba6,5,2015,3
,84,Zomba6,5,2015,3
,79,Zomba6,5,2015,3
,51,Zomba6,5,2015,3
,34,Zomba6,5,2015,3
,61,Zomba6,5,2015,3
,60,Zomba6,5,2015,3
,22,Zomba6,5,2015,3
,28,Zomba6,5,2015,3
,63,Zomba6,5,2015,3
,114,Zomba6,5,2015,3
,70,Zomba6,5,2015,3
,420,Zomba6,5,2015,3
,100,Zomba6,5,2015,3
,92,Zomba6,5,2015,3
,28,Zomba6,5,2015,3
,20,Zomba6,5,2015,3
,62,Zomba6,5,2015,3
,77,Zomba6,5,2015,3
,61,Zomba6,5,2015,3
,530,Zomba6,5,2015,3
,26,Zomba6,5,2015,3
,200,Zomba6,5,2015,3
,42,Zomba6,5,2015,3
,450,Zomba6,5,2015,3
,14,Zomba6,5,2015,3
,24,Zomba6,5,2015,3
,11,Zomba6,5,2015,3
,20,Zomba6,5,2015,3
,39,Zomba6,5,2015,3
,31,Zomba6,5,2015,3
,11,Zomba6,5,2015,3
,37,Zomba6,5,2015,3
,13,Zomba6,5,2015,3
,8,Zomba6,5,2015,3
,24,Zomba6,5,2015,3
,36,Zomba6,5,2015,3
,67,Zomba6,5,2015,3
,68,Zomba6,5,2015,3
,15,Zomba6,5,2015,3
,30,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,45,Zomba6,5,2015,3
,42,Zomba6,5,2015,3
,74,Zomba6,5,2015,3
,90,Zomba6,5,2015,3
,82,Zomba6,5,2015,3
,48,Zomba6,5,2015,3
,250,Zomba6,5,2015,3
,30,Zomba6,5,2015,3
,50,Zomba6,5,2015,3
,400,Zomba6,5,2015,3
,30,Zomba6,5,2015,3
,45,Zomba6,5,2015,3
,39,Zomba6,5,2015,3
,50,Zomba6,5,2015,3
,72,Zomba6,5,2015,3
,84,Zomba6,5,2015,3
,61,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,72,Zomba6,5,2015,3
,28,Zomba6,5,2015,3
,76,Zomba6,5,2015,3
,67,Zomba6,5,2015,3
,3108,Zomba6,5,2015,3
,52,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,300,Zomba6,5,2015,3
,150,Zomba6,5,2015,3
,90,Zomba6,5,2015,3
,96,Zomba6,5,2015,3
,37,Zomba6,5,2015,3
,320,Zomba6,5,2015,3
,181,Zomba6,5,2015,3
,127,Zomba6,5,2015,3
,200,Zomba6,5,2015,3
,300,Zomba6,5,2015,3
,160,Zomba6,5,2015,3
,46,Zomba6,5,2015,3
,100,Zomba6,5,2015,3
,35,Zomba6,5,2015,3
,109,Zomba6,5,2015,3
,27,Zomba6,5,2015,3
,41,Zomba6,5,2015,3
,250,Zomba6,5,2015,3
,200,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,28,Zomba6,5,2015,3
,70,Zomba6,5,2015,3
,70,Zomba6,5,2015,3
,90,Zomba6,5,2015,3
,89,Zomba6,5,2015,3
,200,Zomba6,5,2015,3
,62,Zomba6,5,2015,3
,158,Zomba6,5,2015,3
,78,Zomba6,5,2015,3
,187,Zomba6,5,2015,3
,233,Zomba6,5,2015,3
,48,Zomba6,5,2015,3
,180,Zomba6,5,2015,3
,35,Zomba6,5,2015,3
,80,Zomba6,5,2015,3
,250,Zomba6,5,2015,3
,73,Zomba6,5,2015,3
,69,Zomba6,5,2015,3
,150,Zomba6,5,2015,3
,89,Zomba6,5,2015,3
,85,Zomba6,5,2015,3
,24,Zomba6,5,2015,3
,250,Zomba6,5,2015,3
,198,Zomba6,5,2015,3
,52,Zomba6,5,2015,3
,250,Zomba6,5,2015,3
,41,Zomba6,5,2015,3
,785,Zomba6,5,2015,3
,58,Zomba6,5,2015,3
,45,Zomba6,5,2015,3
,204,Zomba6,5,2015,3
,190,Zomba6,5,2015,3
,115,Zomba6,5,2015,3
,62,Zomba6,6,2015,3
,22,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,358,Zomba6,6,2015,3
,40,Zomba6,6,2015,3
,48,Zomba6,6,2015,3
,39,Zomba6,6,2015,3
,56,Zomba6,6,2015,3
,100,Zomba6,6,2015,3
,108,Zomba6,6,2015,3
,66,Zomba6,6,2015,3
,115,Zomba6,6,2015,3
,16,Zomba6,6,2015,3
,176,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,21,Zomba6,6,2015,3
,33,Zomba6,6,2015,3
,238,Zomba6,6,2015,3
,76,Zomba6,6,2015,3
,45,Zomba6,6,2015,3
,103,Zomba6,6,2015,3
,40,Zomba6,6,2015,3
,21,Zomba6,6,2015,3
,85,Zomba6,6,2015,3
,18,Zomba6,6,2015,3
,78,Zomba6,6,2015,3
,46,Zomba6,6,2015,3
,142,Zomba6,6,2015,3
,21,Zomba6,6,2015,3
,127,Zomba6,6,2015,3
,69,Zomba6,6,2015,3
,102,Zomba6,6,2015,3
,23,Zomba6,6,2015,3
,50,Zomba6,6,2015,3
,72,Zomba6,6,2015,3
,131,Zomba6,6,2015,3
,83,Zomba6,6,2015,3
,55,Zomba6,6,2015,3
,40,Zomba6,6,2015,3
,50,Zomba6,6,2015,3
,23,Zomba6,6,2015,3
,77,Zomba6,6,2015,3
,89,Zomba6,6,2015,3
,50,Zomba6,6,2015,3
,116,Zomba6,6,2015,3
,130,Zomba6,6,2015,3
,40,Zomba6,6,2015,3
,85,Zomba6,6,2015,3
,149,Zomba6,6,2015,3
,115,Zomba6,6,2015,3
,66,Zomba6,6,2015,3
,45,Zomba6,6,2015,3
,80,Zomba6,6,2015,3
,73,Zomba6,6,2015,3
,160,Zomba6,6,2015,3
,25,Zomba6,6,2015,3
,40,Zomba6,6,2015,3
,400,Zomba6,6,2015,3
,135,Zomba6,6,2015,3
,37,Zomba6,6,2015,3
,45,Zomba6,6,2015,3
,150,Zomba6,6,2015,3
,18,Zomba6,6,2015,3
,41,Zomba6,6,2015,3
,12,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,20,Zomba6,6,2015,3
,24,Zomba6,6,2015,3
,32,Zomba6,6,2015,3
,270,Zomba6,6,2015,3
,709,Zomba6,6,2015,3
,69,Zomba6,6,2015,3
,69,Zomba6,6,2015,3
,150,Zomba6,6,2015,3
,97,Zomba6,6,2015,3
,119,Zomba6,6,2015,3
,32,Zomba6,6,2015,3
,25,Zomba6,6,2015,3
,30,Zomba6,6,2015,3
,18,Zomba6,6,2015,3
